date,keyword,article_title,file_path,importance,source,title
2026-05-28,IT,,/app/src/data/日経xTECH/20260528/IT/RAG精度を左右する、メタデータとハイブリッド検索 | 日経クロステック（xTECH）.md,3,日経xTECH,RAG精度を左右する、メタデータとハイブリッド検索 | 日経クロステック（xTECH）
2026-05-28,IT,,/app/src/data/日経xTECH/20260528/IT/セキュリティー担当者が転職を決意、全体最適と防衛策のジレンマ | 日経クロステック（xTECH）.md,4,日経xTECH,セキュリティー担当者が転職を決意、全体最適と防衛策のジレンマ | 日経クロステック（xTECH）
2026-05-28,IT,,/app/src/data/日経xTECH/20260528/IT/「SIerの見積もりが高すぎる」と激怒のIT部長、IT部門の問題が見えているか | 日経クロステック（xTECH）.md,3,日経xTECH,「SIerの見積もりが高すぎる」と激怒のIT部長、IT部門の問題が見えているか | 日経クロステック（xTECH）
2026-05-28,IT,,/app/src/data/日経xTECH/20260528/IT/「SaaSの死」騒動に見る、企業向けITの面倒さ | 日経クロステック（xTECH）.md,3,日経xTECH,「SaaSの死」騒動に見る、企業向けITの面倒さ | 日経クロステック（xTECH）
2026-05-28,IT,,/app/src/data/日経xTECH/20260528/IT/設定変更したスイッチから大量アラート、作業ミスのループ疑うも真因は別に | 日経クロステック（xTECH）.md,2,日経xTECH,設定変更したスイッチから大量アラート、作業ミスのループ疑うも真因は別に | 日経クロステック（xTECH）
2026-05-28,IT,,/app/src/data/日経xTECH/20260528/IT/Windowsのエラー画面を「Gemini」に見せる、原因と対策をAIが解説 | 日経クロステック（xTECH）.md,2,日経xTECH,Windowsのエラー画面を「Gemini」に見せる、原因と対策をAIが解説 | 日経クロステック（xTECH）
2026-05-28,IT,,/app/src/data/日経xTECH/20260528/IT/広場や歩行者デッキで駅周辺を再編、建設費高騰で中断するプロジェクトも | 日経クロステック（xTECH）.md,2,日経xTECH,広場や歩行者デッキで駅周辺を再編、建設費高騰で中断するプロジェクトも | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/「来るべきものが来た」、AnthropicがMythosクラスのAIモデルを一般公開へ | 日経クロステック（xTECH）.md,4,日経xTECH,「来るべきものが来た」、AnthropicがMythosクラスのAIモデルを一般公開へ | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/6Gまで見据えて「あり方」を描く　定量的な裏付けが成長への第一歩 | 日経クロステック（xTECH）.md,2,日経xTECH,6Gまで見据えて「あり方」を描く　定量的な裏付けが成長への第一歩 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/紀元前から利用目的は変わらない　基本の仕組みは鍵とアルゴリズム | 日経クロステック（xTECH）.md,1,日経xTECH,紀元前から利用目的は変わらない　基本の仕組みは鍵とアルゴリズム | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/温水で冷やし冷却電力2割減、直流800Vは見送りか | 日経クロステック（xTECH）.md,3,日経xTECH,温水で冷やし冷却電力2割減、直流800Vは見送りか | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/独自CPUで狙うソブリンAI、ラピダス味方にGPUと共存 | 日経クロステック（xTECH）.md,4,日経xTECH,独自CPUで狙うソブリンAI、ラピダス味方にGPUと共存 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/LLMにどこまで委ねるか、AIエージェントの「非決定論」問題 | 日経クロステック（xTECH）.md,4,日経xTECH,LLMにどこまで委ねるか、AIエージェントの「非決定論」問題 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/AIデータセンターの直流800V給電、登場は2027年か　米TI見通し | 日経クロステック（xTECH）.md,3,日経xTECH,AIデータセンターの直流800V給電、登場は2027年か　米TI見通し | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/有力AI学会ACLで論文の「幻覚」問題、100件以上が却下 | 日経クロステック（xTECH）.md,3,日経xTECH,有力AI学会ACLで論文の「幻覚」問題、100件以上が却下 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/生成AIで橋梁の点検調書案を自動作成、NTTグループと建設コンサルが共同で | 日経クロステック（xTECH）.md,3,日経xTECH,生成AIで橋梁の点検調書案を自動作成、NTTグループと建設コンサルが共同で | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/「AT＆Tなど米3社、衛星スマホ直接通信の新会社」など5本 | 日経クロステック（xTECH）.md,2,日経xTECH,「AT＆Tなど米3社、衛星スマホ直接通信の新会社」など5本 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/半導体王国の台湾が米中の取引カードに、日本は賢く立ち回るべし | 日経クロステック（xTECH）.md,4,日経xTECH,半導体王国の台湾が米中の取引カードに、日本は賢く立ち回るべし | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/信頼を損なったNTTドコモのネットワーク品質、改善の道筋を担当者に聞く | 日経クロステック（xTECH）.md,3,日経xTECH,信頼を損なったNTTドコモのネットワーク品質、改善の道筋を担当者に聞く | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/「10年以内に普及する」6割超、二足歩行より手の機能に期待 | 日経クロステック（xTECH）.md,3,日経xTECH,「10年以内に普及する」6割超、二足歩行より手の機能に期待 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/「世界一は狙わない」NVIDIAと協業でAI時代の計算機へ | 日経クロステック（xTECH）.md,3,日経xTECH,「世界一は狙わない」NVIDIAと協業でAI時代の計算機へ | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/SDAの潮流感じた　ほか | 日経クロステック（xTECH）.md,2,日経xTECH,SDAの潮流感じた　ほか | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/チューリング、E2E自動運転で公道走行　パラメーター数20億に、VLAでは「国内初」 | 日経クロステック（xTECH）.md,3,日経xTECH,チューリング、E2E自動運転で公道走行　パラメーター数20億に、VLAでは「国内初」 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/リコーのマルチモーダルAI、図面から寸法読み出し普通公差を適用 | 日経クロステック（xTECH）.md,3,日経xTECH,リコーのマルチモーダルAI、図面から寸法読み出し普通公差を適用 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/山善やツムラなど、人型ロボでタッグ　2026年7月にデータ収集センター稼働 | 日経クロステック（xTECH）.md,3,日経xTECH,山善やツムラなど、人型ロボでタッグ　2026年7月にデータ収集センター稼働 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/ナフサ分解プラント稼働率、「大きな変化なし」旭化成社長 | 日経クロステック（xTECH）.md,2,日経xTECH,ナフサ分解プラント稼働率、「大きな変化なし」旭化成社長 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/5GやGPUに対応の「タフブック」、用途拡大し現場で3Dデータ活用へ | 日経クロステック（xTECH）.md,3,日経xTECH,5GやGPUに対応の「タフブック」、用途拡大し現場で3Dデータ活用へ | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/バイオ研究をフィジカルAIで自動化　実験者は双腕ロボ、東京科学大に新拠点 | 日経クロステック（xTECH）.md,3,日経xTECH,バイオ研究をフィジカルAIで自動化　実験者は双腕ロボ、東京科学大に新拠点 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/「空気を資源に」信念結実のMOF | 日経クロステック（xTECH）.md,3,日経xTECH,「空気を資源に」信念結実のMOF | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/中外製薬、抗体特化のプロテインAI独自開発　アステラスは拡散モデルに着目 | 日経クロステック（xTECH）.md,3,日経xTECH,中外製薬、抗体特化のプロテインAI独自開発　アステラスは拡散モデルに着目 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/ニコン、半導体と3Dプリンターに集中投資　復活へ「稼ぐ・育てるを区別」 | 日経クロステック（xTECH）.md,3,日経xTECH,ニコン、半導体と3Dプリンターに集中投資　復活へ「稼ぐ・育てるを区別」 | 日経クロステック（xTECH）
2026-05-29,AI,,/app/src/data/日経xTECH/20260529/AI/目的に合うフリーソフト選びを「Gemini」に相談、使い方や時短術も聞ける | 日経クロステック（xTECH）.md,2,日経xTECH,目的に合うフリーソフト選びを「Gemini」に相談、使い方や時短術も聞ける | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/日立が全グループのパソコン17万台にレノボ採用、運用もアウトソース | 日経クロステック（xTECH）.md,3,日経xTECH,日立が全グループのパソコン17万台にレノボ採用、運用もアウトソース | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/Mythos発見の脆弱性も慌てず対処可能に、マクニカがリスク管理支援SaaS | 日経クロステック（xTECH）.md,3,日経xTECH,Mythos発見の脆弱性も慌てず対処可能に、マクニカがリスク管理支援SaaS | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/AWSガーマンCEO「可能性解き放つ」　オープンAIの最新AIモデル提供で | 日経クロステック（xTECH）.md,3,日経xTECH,AWSガーマンCEO「可能性解き放つ」　オープンAIの最新AIモデル提供で | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/MUFGがグーグルと提携拡大　購入・決済可能なAIエージェント開発へ | 日経クロステック（xTECH）.md,3,日経xTECH,MUFGがグーグルと提携拡大　購入・決済可能なAIエージェント開発へ | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/IT大手4社トップが語るSaaSの死　富士通「現状固執では成長できない」 | 日経クロステック（xTECH）.md,3,日経xTECH,IT大手4社トップが語るSaaSの死　富士通「現状固執では成長できない」 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/岩手県一関市、「AI電話」を試験導入　RAG利用で職員の負担少なく | 日経クロステック（xTECH）.md,3,日経xTECH,岩手県一関市、「AI電話」を試験導入　RAG利用で職員の負担少なく | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/AIで脆弱性探索の速度は劇的変化　グーグル傘下のウィズが警鐘 | 日経クロステック（xTECH）.md,3,日経xTECH,AIで脆弱性探索の速度は劇的変化　グーグル傘下のウィズが警鐘 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/NTTデータG社長がNTT副社長に　佐々木裕氏、生え抜き初の持ち株三役 | 日経クロステック（xTECH）.md,2,日経xTECH,NTTデータG社長がNTT副社長に　佐々木裕氏、生え抜き初の持ち株三役 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/Microsoft Build | 日経クロステック（xTECH）.md,3,日経xTECH,Microsoft Build | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/AWS Summit Japan 2026 | 日経クロステック（xTECH）.md,2,日経xTECH,AWS Summit Japan 2026 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/川崎重工、シリコンバレーにフィジカルAI実装拠点　NVIDIAなどと連携 | 日経クロステック（xTECH）.md,4,日経xTECH,川崎重工、シリコンバレーにフィジカルAI実装拠点　NVIDIAなどと連携 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/無理して成長したくないが会社も辞めたくない、「ほどほどに働く」若手の本音 | 日経クロステック（xTECH）.md,2,日経xTECH,無理して成長したくないが会社も辞めたくない、「ほどほどに働く」若手の本音 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/RAG精度を左右する、メタデータとハイブリッド検索 | 日経クロステック（xTECH）.md,3,日経xTECH,RAG精度を左右する、メタデータとハイブリッド検索 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/キオクシア、トヨタに迫る高収益に死角はあるか | 日経クロステック（xTECH）.md,4,日経xTECH,キオクシア、トヨタに迫る高収益に死角はあるか | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/セキュリティー担当者が転職を決意、全体最適と防衛策のジレンマ | 日経クロステック（xTECH）.md,4,日経xTECH,セキュリティー担当者が転職を決意、全体最適と防衛策のジレンマ | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/「SaaSの死」騒動に見る、企業向けITの面倒さ | 日経クロステック（xTECH）.md,3,日経xTECH,「SaaSの死」騒動に見る、企業向けITの面倒さ | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/ネットワーク運用にAIを生かすための注意点、カギは安全性とデータ整備 | 日経クロステック（xTECH）.md,3,日経xTECH,ネットワーク運用にAIを生かすための注意点、カギは安全性とデータ整備 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/プロテインAIの新発想　新興のレボルカ、新旧AIを適材適所で使い分け | 日経クロステック（xTECH）.md,3,日経xTECH,プロテインAIの新発想　新興のレボルカ、新旧AIを適材適所で使い分け | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/建築基準適合判定資格者、需要増に対し若手不足が深刻 | 日経クロステック（xTECH）.md,2,日経xTECH,建築基準適合判定資格者、需要増に対し若手不足が深刻 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/「ガラスコア基板」をAI半導体に、次世代パッケージ競う　ドイツ勢先行 | 日経クロステック（xTECH）.md,3,日経xTECH,「ガラスコア基板」をAI半導体に、次世代パッケージ競う　ドイツ勢先行 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/ローカルLLMでAIエージェントを試す、「Claude Code」を動かしてみる | 日経クロステック（xTECH）.md,3,日経xTECH,ローカルLLMでAIエージェントを試す、「Claude Code」を動かしてみる | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/Windowsのエラー画面を「Gemini」に見せる、原因と対策をAIが解説 | 日経クロステック（xTECH）.md,2,日経xTECH,Windowsのエラー画面を「Gemini」に見せる、原因と対策をAIが解説 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/プレキャスト部材の図面チェック自動化 | 日経クロステック（xTECH）.md,3,日経xTECH,プレキャスト部材の図面チェック自動化 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/政府が再生資源の供給強化に1兆円 | 日経クロステック（xTECH）.md,4,日経xTECH,政府が再生資源の供給強化に1兆円 | 日経クロステック（xTECH）
2026-05-28,AI,,/app/src/data/日経xTECH/20260528/AI/AIでBIMから施設情報を引き出す実験 | 日経クロステック（xTECH）.md,3,日経xTECH,AIでBIMから施設情報を引き出す実験 | 日経クロステック（xTECH）
2026-05-28,Sier,,/app/src/data/日経xTECH/20260528/Sier/「SIerの見積もりが高すぎる」と激怒のIT部長、IT部門の問題が見えているか | 日経クロステック（xTECH）.md,3,日経xTECH,「SIerの見積もりが高すぎる」と激怒のIT部長、IT部門の問題が見えているか | 日経クロステック（xTECH）
2026-05-28,日立,,/app/src/data/日経xTECH/20260528/日立/日立が全グループのパソコン17万台にレノボ採用、運用もアウトソース | 日経クロステック（xTECH）.md,3,日経xTECH,日立が全グループのパソコン17万台にレノボ採用、運用もアウトソース | 日経クロステック（xTECH）
2026-05-28,日立,,/app/src/data/日経xTECH/20260528/日立/IT大手4社トップが語るSaaSの死　富士通「現状固執では成長できない」 | 日経クロステック（xTECH）.md,3,日経xTECH,IT大手4社トップが語るSaaSの死　富士通「現状固執では成長できない」 | 日経クロステック（xTECH）
2026-05-28,日立,,/app/src/data/日経xTECH/20260528/日立/ネットワーク運用にAIを生かすための注意点、カギは安全性とデータ整備 | 日経クロステック（xTECH）.md,3,日経xTECH,ネットワーク運用にAIを生かすための注意点、カギは安全性とデータ整備 | 日経クロステック（xTECH）
2026-05-29,DX,,/app/src/data/日経xTECH/20260529/DX/「MINORIのこの状況を、いつまでも続けるのか……」 | 日経クロステック（xTECH）.md,3,日経xTECH,「MINORIのこの状況を、いつまでも続けるのか……」 | 日経クロステック（xTECH）
2026-05-29,DX,,/app/src/data/日経xTECH/20260529/DX/建設投資 | 日経クロステック（xTECH）.md,2,日経xTECH,建設投資 | 日経クロステック（xTECH）
2026-05-29,DX,,/app/src/data/日経xTECH/20260529/DX/SBI新生銀、「第4のメガバンク構想」の役割に変化　利上げで悩む地銀を支援 | 日経クロステック（xTECH）.md,2,日経xTECH,SBI新生銀、「第4のメガバンク構想」の役割に変化　利上げで悩む地銀を支援 | 日経クロステック（xTECH）
2026-05-29,DX,,/app/src/data/日経xTECH/20260529/DX/建設産業の就業者数 | 日経クロステック（xTECH）.md,2,日経xTECH,建設産業の就業者数 | 日経クロステック（xTECH）
2026-05-28,DX,,/app/src/data/日経xTECH/20260528/DX/RAG精度を左右する、メタデータとハイブリッド検索 | 日経クロステック（xTECH）.md,3,日経xTECH,RAG精度を左右する、メタデータとハイブリッド検索 | 日経クロステック（xTECH）
2026-05-28,DX,,/app/src/data/日経xTECH/20260528/DX/KDDIやニデックの不正暴くデジタルフォレンジック、「鉛筆なめなめ」も捕捉 | 日経クロステック（xTECH）.md,2,日経xTECH,KDDIやニデックの不正暴くデジタルフォレンジック、「鉛筆なめなめ」も捕捉 | 日経クロステック（xTECH）
2026-05-28,DX,,/app/src/data/日経xTECH/20260528/DX/選択科目の出題テーマ | 日経クロステック（xTECH）.md,1,日経xTECH,選択科目の出題テーマ | 日経クロステック（xTECH）
2026-05-28,DX,,/app/src/data/日経xTECH/20260528/DX/未来の建築生産システムは約90万ドル | 日経クロステック（xTECH）.md,3,日経xTECH,未来の建築生産システムは約90万ドル | 日経クロステック（xTECH）
